id,relative,candidate_speaker_count,graph_stable,screening_bucket,uncertainty_reasons
rec_95cd59cad886fbcb,session13/Camera-2024-06-28-120152-120208,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_13336b93d12fc1ae,session13/Camera-2024-06-28-153101-153104,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_87feceaf79039fef,session13/Camera-2024-06-28-160651-160703,1,True,1_sustained_voice_candidate,[]
rec_16f1a325cc8f6916,session13/Camera-2024-06-28-164549-164628,1,True,1_sustained_voice_candidate,[]
rec_1474175922ad04ab,session13/Camera-2024-07-04-103805-103835,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_913922db51055137,session13/Camera-2024-07-04-120006-120008,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_c686adba04c3dc02,session13/Camera-2024-07-08-120627-120613,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_80a9d856213ca912,session13/Camera-2024-07-08-143054-143035,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_4661d26bcb39df72,session13/Camera-2024-07-08-151240-151227,1,True,1_sustained_voice_candidate,[]
rec_dc3ea24c98bbc752,session13/Camera-2024-07-09-100427-100257,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_e64af2f1feafbb8c,session13/Camera-2024-07-09-104540-104439,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_9f375643554490d2,session13/Camera-2024-07-09-111741-111806,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_3e2e424e70d7ec9b,session13/Camera-2024-07-09-134253-134210,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_6320fefcd507cb8a,session13/Camera-2024-07-09-142938-142853,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_4d3e0075d8049cd4,session13/Camera-2024-07-09-151245-151110,1,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_41695977025cf85d,session13/Camera-2024-07-10-134814-134720,1,False,uncertain,"['neighbor_sensitivity', 'partition_sensitivity']"
rec_aeadf828068843d4,session13/Camera-2024-07-10-142319-142203,1,True,1_sustained_voice_candidate,[]
rec_8250bb1fe5c2a5b5,session13/Camera-2024-07-10-150927-150804,1,True,1_sustained_voice_candidate,[]
rec_df7bb4fd69e3c133,session13/Camera-2024-07-10-154722-154626,1,True,1_sustained_voice_candidate,[]
rec_bc9e7a6c314af001,session13/Camera-2024-07-11-094209-094215,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_95e4d0264538b93a,session13/Camera-2024-07-11-103159-103100,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_86ba338b7739c756,session13/Camera-2024-07-11-111326-111141,2,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_0106acf6cba5ba89,session13/Camera-2024-07-11-120318-120232,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_70ed09137f3552a5,session13/Camera-2024-07-11-134401-134311,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_4ed3bb16ae0a71e3,session13/Camera-2024-07-11-142837-142758,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_381705c94fbf337b,session13/Camera-2024-07-11-154330-154400,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_d6311c0df987d7fb,session13/Camera-2024-07-11-161602-161527,1,False,uncertain,"['neighbor_sensitivity', 'partition_sensitivity']"
rec_4cda592ea7da9455,session13/Camera-2024-07-16-134902-134937,1,True,1_sustained_voice_candidate,[]
rec_8c817218aeb3f030,session13/Camera-2024-07-16-143113-143143,1,True,1_sustained_voice_candidate,[]
rec_5ca0297c2423bc49,session13/Camera-2024-07-16-152105-152147,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_acbe221bbb4f37bf,session13/Camera-2024-07-16-160716-160749,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_2848003d64175c95,session13/Camera-2024-07-17-104338-104241,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_7bca02e15ff0f0e1,session13/Camera-2024-07-17-112836-112807,2,False,uncertain,['small_cluster']
rec_9c6e250cb21789f2,session13/Camera-2024-07-17-121257-121235,,False,uncertain,"['brief_voice_not_resolved', 'insufficient_evidence']"
rec_29d2c4b2d656a34d,session13/Camera-2024-07-19-143058-143036,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_fe25f91955b1df16,session13/Camera-2024-07-19-151039-150947,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_b4c39606b3b850c0,session13/Camera-2024-07-22-093331-093420,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_56ce6f0630118390,session13/Camera-2024-07-22-103025-103101,2,True,2_sustained_voice_candidate,['brief_voice_not_resolved']
rec_3b3f922c6ae6ed34,session13/Camera-2024-07-22-111042-111140,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_a6d2a39afcd351af,session13/Camera-2024-07-22-132508-132549,2,False,uncertain,"['neighbor_sensitivity', 'partition_sensitivity']"
rec_6484e99b129755eb,session13/Camera-2024-07-22-135929-140003,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_448c35eabba873c0,session13/Camera-2024-07-22-143349-143428,2,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_462e0c7580d6fca8,session13/Camera-2024-07-22-155059-155140,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_28800bfed0ec0bb0,session13/Camera-2024-07-24-095443-095420,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_f6c34861960212e4,session13/Camera-2024-07-24-103011-103000,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_59343a2a1ac76b13,session13/Camera-2024-07-24-110700-110644,1,True,1_sustained_voice_candidate,[]
rec_b032ce63cfcc4261,session13/Camera-2024-07-24-114427-114339,1,True,1_sustained_voice_candidate,[]
rec_56191423691c4d18,session13/Camera-2024-07-25-155256-155217,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_1b8574fe863b9dee,session13/Camera-2024-07-25-162817-162715,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_5a6582473b13ddf3,session13/Camera-2024-07-26-103222-103252,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_910fb84c874f05ab,session13/Camera-2024-07-26-110838-110914,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_9127bcb546b95a1c,session13/Camera-2024-07-26-120608-120642,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_9b7960c1a2ed8edb,session13/Camera-2024-07-29-135410-135329,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_1b720558fcd2b92d,session13/Camera-2024-07-29-143941-143856,1,True,1_sustained_voice_candidate,[]
rec_a9427657c1cbfb9e,session13/Camera-2024-07-29-150955-150932,2,False,uncertain,"['brief_voice_not_resolved', 'small_cluster']"
rec_c05f7ea45f83c8d2,session13/Camera-2024-07-29-160525-160426,2,True,2_sustained_voice_candidate,['brief_voice_not_resolved']
rec_e6690b27fe94c5ea,session13/Camera-2024-07-29-163415-163339,1,True,1_sustained_voice_candidate,[]
rec_7bad33336d71b856,session13/Camera-2024-07-30-110806-110844,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_ea5df812e1f7f978,session13/Camera-2024-07-30-114103-114135,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_bb9098d46edd2bb2,session13/Camera-2024-07-30-123234-123305,1,True,1_sustained_voice_candidate,[]
rec_09bf060a4ac3094e,session13/Camera-2024-07-30-150921-151000,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_ed5cdca478a0ddcc,session13/Camera-2024-07-30-161637-161715,2,False,uncertain,"['brief_voice_not_resolved', 'small_cluster']"
rec_f5f226055f3d4616,session13/Camera-2024-07-31-102814-102840,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_e96ead3f5e519028,session13/Camera-2024-07-31-110521-110601,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_ff208520a5f2bdf9,session13/Camera-2024-07-31-114456-114534,1,True,1_sustained_voice_candidate,[]
rec_39c41b096a6172dc,session13/Camera-2024-07-31-135431-135505,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_ef9461d5947657eb,session13/Camera-2024-07-31-152258-152337,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_6cd807c12fc93a7c,session13/Camera-2024-07-31-172208-172241,1,True,1_sustained_voice_candidate,[]
rec_9f597756e4584773,session13/Camera-2024-08-08-153226-153307,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_2d8d280600c2bbd7,session13/Camera-2024-10-14-135007-134930,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_a3ddaa05996fec6c,session13/Camera-2024-10-14-143533-143358,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_b7ae12df9e8563ec,session13/Camera-2024-10-14-151541-151421,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_47b2335b51ff4b63,session13/Camera-2024-10-14-161029-160925,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_283c033471d955e5,session13/Camera-2024-10-15-094459-094548,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_ead81cae992f2633,session13/Camera-2024-10-15-102854-102945,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_cea5a207aff8ac14,session13/Camera-2024-10-15-111253-111325,1,True,1_sustained_voice_candidate,[]
rec_24ffe7b247346592,session13/Camera-2024-10-21-103126-103143,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_22023e954a4bb370,session13/Camera-2024-10-21-112420-112230,1,True,1_sustained_voice_candidate,[]
rec_94f2a740477b6eab,session13/Camera-2024-10-21-121606-121455,2,False,uncertain,"['brief_voice_not_resolved', 'small_cluster']"
rec_b47ba7341f4b1a15,session13/Camera-2024-10-21-125749-125756,1,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_8c07d5316d36247b,session13/Camera-2024-10-22-103728-103815,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_538692a6122cef55,session13/Camera-2024-10-22-115558-115626,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_a8ef84c20b9c9038,session13/Camera-2024-10-22-123739-123750,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_9513de9dd8ae2068,session13/Camera-2024-10-22-153434-153503,1,True,1_sustained_voice_candidate,[]
rec_06bf126850c104d4,session13/Camera-2024-10-22-161742-161747,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_976d6bf7920e978c,session13/Camera-2024-10-22-165256-165322,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_55dfae5a2d0a5ef2,session13/Camera-2024-10-22-173423-173423,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_8e8bd74f97b25d41,session13/Camera-2024-10-23-134159-134313,2,False,uncertain,['small_cluster']
rec_ca8c3f2603501333,session13/Camera-2024-10-23-143154-143223,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_1ad30fa986dd0c00,session13/Camera-2024-10-23-151539-151613,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_4a8c2a3f1e754594,session13/Camera-2024-10-23-155518-155524,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_251cf6d6ee11d4c7,session14/Camera-2024-06-21-103121-103102,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_73ea054d22468452,session14/Camera-2024-06-26-093649-093642,1,True,1_sustained_voice_candidate,[]
rec_a198a7545962c6d5,session14/Camera-2024-06-26-105024-105025,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_e7ff084be25ef78f,session14/Camera-2024-06-26-122334-122317,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_5350af18f9abaf35,session14/Camera-2024-06-26-151459-151413,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_5290c321041c11ce,session14/Camera-2024-06-26-160214-160213,1,True,1_sustained_voice_candidate,[]
rec_cccaf588b1c8deb4,session14/Camera-2024-06-28-103912-104008,2,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity', 'small_cluster']"
rec_a0a8d8ccb4150722,session14/Camera-2024-06-28-112322-112419,1,True,1_sustained_voice_candidate,[]
rec_58a5272af229974e,session14/Camera-2024-06-28-120152-120208,2,False,uncertain,"['brief_voice_not_resolved', 'small_cluster']"
rec_0a53d67b9724c3d7,session14/Camera-2024-06-28-153101-153104,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_f2eb4c59968c8221,session14/Camera-2024-06-28-160651-160703,1,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_965abd723cb08cb8,session14/Camera-2024-06-28-164549-164628,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_4dc859b788666ddc,session14/Camera-2024-07-04-103805-103835,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_51f5569bed2bd294,session14/Camera-2024-07-04-112307-112347,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_881e159ed277e3f2,session14/Camera-2024-07-04-120006-120008,1,True,1_sustained_voice_candidate,[]
rec_35d0e18ba8796e0a,session14/Camera-2024-07-08-120627-120613,1,True,1_sustained_voice_candidate,[]
rec_276f3993140de51e,session14/Camera-2024-07-08-143054-143035,1,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_5c540c358bf075de,session14/Camera-2024-07-08-151240-151227,1,True,1_sustained_voice_candidate,[]
rec_194b8b004c6bfea0,session14/Camera-2024-07-09-100427-100257,2,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_1eccc2794ec69c95,session14/Camera-2024-07-09-104540-104439,1,True,1_sustained_voice_candidate,[]
rec_b346d902b3fc09b1,session14/Camera-2024-07-09-111741-111806,,False,uncertain,"['brief_voice_not_resolved', 'insufficient_evidence']"
rec_9cb354c3d9057973,session14/Camera-2024-07-09-134253-134210,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_ce1367ae25c89319,session14/Camera-2024-07-09-142938-142853,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_5b726ee059471f99,session14/Camera-2024-07-09-151245-151110,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_e514ab70f68ccf9b,session14/Camera-2024-07-10-134814-134720,1,True,1_sustained_voice_candidate,[]
rec_f6bbe388932771b8,session14/Camera-2024-07-10-142319-142203,1,True,1_sustained_voice_candidate,[]
rec_e8b9cd41147e291b,session14/Camera-2024-07-10-150927-150804,1,True,1_sustained_voice_candidate,[]
rec_1696ea23f133906c,session14/Camera-2024-07-10-154722-154626,2,False,uncertain,"['brief_voice_not_resolved', 'small_cluster']"
rec_927996ea519ccba1,session14/Camera-2024-07-11-094209-094215,2,False,uncertain,"['brief_voice_not_resolved', 'small_cluster']"
rec_f701b765bb889e74,session14/Camera-2024-07-11-103159-103100,1,True,1_sustained_voice_candidate,[]
rec_f4c710479da98a67,session14/Camera-2024-07-11-111326-111141,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_247f69b38913d86f,session14/Camera-2024-07-11-120318-120232,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_4d928ce599aeb9d1,session14/Camera-2024-07-11-134401-134311,1,True,1_sustained_voice_candidate,[]
rec_9ebf965494ce9fcb,session14/Camera-2024-07-11-142837-142758,1,True,1_sustained_voice_candidate,[]
rec_b878232fbf7e9287,session14/Camera-2024-07-11-154330-154400,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_1f0e3720cb2a522a,session14/Camera-2024-07-11-161602-161527,1,True,1_sustained_voice_candidate,[]
rec_97564ecd605bb5ca,session14/Camera-2024-07-16-134902-134937,1,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_92f708056314c1b1,session14/Camera-2024-07-16-143113-143143,1,True,1_sustained_voice_candidate,[]
rec_bd57915efa157427,session14/Camera-2024-07-16-152105-152147,1,True,1_sustained_voice_candidate,[]
rec_9c25f02515e6fa45,session14/Camera-2024-07-16-160716-160749,2,True,2_sustained_voice_candidate,['brief_voice_not_resolved']
rec_c109b61756a89659,session14/Camera-2024-07-17-104338-104241,2,False,uncertain,"['brief_voice_not_resolved', 'partition_sensitivity']"
rec_56be01ccef757e13,session14/Camera-2024-07-17-112836-112807,,False,uncertain,"['brief_voice_not_resolved', 'insufficient_evidence']"
rec_7a1d526ac53bfebc,session14/Camera-2024-07-17-121257-121235,1,True,1_sustained_voice_candidate,[]
rec_3e8573ddbee523fc,session14/Camera-2024-07-19-143058-143036,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_66a71f05a8537d9f,session14/Camera-2024-07-19-151039-150947,2,False,uncertain,['small_cluster']
rec_b92e6f3591e8dbed,session14/Camera-2024-07-22-093331-093420,1,True,1_sustained_voice_candidate,[]
rec_b8e1a064bb22894f,session14/Camera-2024-07-22-103025-103101,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_77f928727b5e98e8,session14/Camera-2024-07-22-111042-111140,1,True,1_sustained_voice_candidate,[]
rec_5a3aa4c4c90774cb,session14/Camera-2024-07-22-132508-132549,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_c37318b72502dd42,session14/Camera-2024-07-22-135929-140003,1,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_a4c1d35ed7f9dff4,session14/Camera-2024-07-22-143349-143428,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_aa54c86b9cf348db,session14/Camera-2024-07-22-155059-155140,2,False,uncertain,"['brief_voice_not_resolved', 'small_cluster']"
rec_c8062cf97162991d,session14/Camera-2024-07-24-095443-095420,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_999852ca6511883d,session14/Camera-2024-07-24-103011-103000,1,True,1_sustained_voice_candidate,[]
rec_5eb29eb1cb3c4f31,session14/Camera-2024-07-24-110700-110644,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_cb0fd739c34836ad,session14/Camera-2024-07-24-114427-114339,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_d130490844d63154,session14/Camera-2024-07-25-155256-155217,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_33e7e3a2b625001f,session14/Camera-2024-07-25-162817-162715,1,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_c1f822b356ef35a9,session14/Camera-2024-07-26-103222-103252,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_619aec04734de04e,session14/Camera-2024-07-26-110838-110914,2,False,uncertain,['small_cluster']
rec_2df7b5fff914a70b,session14/Camera-2024-07-26-120608-120642,1,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_7ef5e5bb61932400,session14/Camera-2024-07-29-135410-135329,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_760c63dca6df6776,session14/Camera-2024-07-29-143941-143856,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_a5d1a81611ddab0d,session14/Camera-2024-07-29-150955-150932,2,False,uncertain,"['brief_voice_not_resolved', 'insufficient_evidence', 'small_cluster']"
rec_7c9ce1cb99892262,session14/Camera-2024-07-29-160525-160426,2,False,uncertain,"['insufficient_evidence', 'small_cluster']"
rec_15d1689ece18f8a0,session14/Camera-2024-07-29-163415-163339,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_ae517e58edeea306,session14/Camera-2024-07-30-110806-110844,2,False,uncertain,"['brief_voice_not_resolved', 'partition_sensitivity']"
rec_bc199f6e06febe6c,session14/Camera-2024-07-30-114103-114135,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_8dc773b102402399,session14/Camera-2024-07-30-123234-123305,1,False,uncertain,"['neighbor_sensitivity', 'partition_sensitivity']"
rec_ce67fb392fd55421,session14/Camera-2024-07-30-154819-154923,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_0eafd524e58a4f74,session14/Camera-2024-07-30-161637-161715,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_7f844f437abf8331,session14/Camera-2024-07-31-102814-102840,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_1b42a59696cc509e,session14/Camera-2024-07-31-110521-110601,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_2dbb4e4df7aa9834,session14/Camera-2024-07-31-114456-114534,1,True,1_sustained_voice_candidate,[]
rec_77c18f2a27750a3d,session14/Camera-2024-07-31-135431-135505,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_24a8feabbb7e2b96,session14/Camera-2024-07-31-152258-152337,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_2697a8b99513770c,session14/Camera-2024-07-31-172208-172241,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_0eaa861d288f1fe2,session14/Camera-2024-08-08-153226-153307,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_4fb2dc89b20758c8,session14/Camera-2024-10-14-135007-134930,1,True,1_sustained_voice_candidate,[]
rec_729d9ce022b51cb0,session14/Camera-2024-10-14-143533-143358,2,True,2_sustained_voice_candidate,[]
rec_68b438c7e5e8f438,session14/Camera-2024-10-14-151541-151421,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_7a00e7e9c472aab3,session14/Camera-2024-10-14-161029-160925,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_2c50f19cd881c1a0,session14/Camera-2024-10-15-094459-094548,1,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_aad90d1fa527762d,session14/Camera-2024-10-15-102854-102945,1,True,1_sustained_voice_candidate,[]
rec_5ca52b20685cecd5,session14/Camera-2024-10-15-111253-111325,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_4042156d191ccae6,session14/Camera-2024-10-21-103126-103143,2,True,2_sustained_voice_candidate,['brief_voice_not_resolved']
rec_2f9eb1b40ad1c400,session14/Camera-2024-10-21-112420-112230,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_9ff8981586e3d55a,session14/Camera-2024-10-21-121606-121455,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_5e55c8dc29349df3,session14/Camera-2024-10-21-125749-125756,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_99dc60084af758e4,session14/Camera-2024-10-22-103728-103815,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_c5fc80083ffec9a6,session14/Camera-2024-10-22-115558-115626,1,True,1_sustained_voice_candidate,[]
rec_d133968259cb4b7a,session14/Camera-2024-10-22-123739-123750,1,True,1_sustained_voice_candidate,[]
rec_ac18a95979161aa0,session14/Camera-2024-10-22-153434-153503,1,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_f69266672d7dc69e,session14/Camera-2024-10-22-161742-161747,1,True,1_sustained_voice_candidate,[]
rec_817659a8a4fb2296,session14/Camera-2024-10-22-165256-165322,2,False,uncertain,['partition_sensitivity']
rec_d8b631cfa8ea6e46,session14/Camera-2024-10-22-173423-173423,1,False,uncertain,"['neighbor_sensitivity', 'partition_sensitivity']"
rec_901acf9ebc463509,session14/Camera-2024-10-23-134159-134313,,False,uncertain,['insufficient_evidence']
rec_de9ce3e4f75be18a,session14/Camera-2024-10-23-143154-143223,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_ba116566491794f5,session14/Camera-2024-10-23-151539-151613,1,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_04c186e07ee30977,session14/Camera-2024-10-23-155518-155524,2,False,uncertain,"['neighbor_sensitivity', 'partition_sensitivity']"
rec_f221a071c2804381,session15/Camera-2024-06-21-103121-103102,1,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_f75ae74fd0738684,session15/Camera-2024-06-26-093649-093642,1,True,1_sustained_voice_candidate,[]
rec_edf6bf4698ce92e2,session15/Camera-2024-06-26-105024-105025,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_7ab45c3a31766b99,session15/Camera-2024-06-26-122334-122317,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_7024f0bf27f927ba,session15/Camera-2024-06-26-151459-151413,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_ce4fd7607c442df7,session15/Camera-2024-06-26-160214-160213,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_7cd27acabda70100,session15/Camera-2024-06-28-103912-104008,1,True,1_sustained_voice_candidate,[]
rec_bb550d37ad6860ad,session15/Camera-2024-06-28-112322-112419,1,False,uncertain,['insufficient_evidence']
rec_9f1c5d82db0f5395,session15/Camera-2024-06-28-120152-120208,1,True,1_sustained_voice_candidate,[]
rec_98cd8ce0e1b2b6b9,session15/Camera-2024-06-28-153101-153104,1,False,uncertain,"['neighbor_sensitivity', 'partition_sensitivity']"
rec_a32e32381b6ecf06,session15/Camera-2024-06-28-160651-160703,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_bfe4767c7f5f3d5b,session15/Camera-2024-06-28-164549-164628,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_161854d6b2421aa1,session15/Camera-2024-07-04-103805-103835,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_f8e3267f95d19d05,session15/Camera-2024-07-04-112307-112347,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_f41a98bc27fe2d11,session15/Camera-2024-07-04-120006-120008,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_c6a2941d23a70327,session15/Camera-2024-07-08-120627-120613,1,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_af2751276708a239,session15/Camera-2024-07-08-143054-143035,1,True,1_sustained_voice_candidate,[]
rec_6b6012b3bd2fe0ce,session15/Camera-2024-07-08-151240-151227,2,False,uncertain,"['neighbor_sensitivity', 'partition_sensitivity']"
rec_6b826ffc10eded3f,session15/Camera-2024-07-09-100427-100257,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_3643f8d6f0157484,session15/Camera-2024-07-09-104540-104439,1,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_9a50587f68a1fba5,session15/Camera-2024-07-09-111741-111806,1,False,uncertain,"['brief_voice_not_resolved', 'neighbor_sensitivity', 'partition_sensitivity']"
rec_f5687ac34c9e8072,session15/Camera-2024-07-09-134253-134210,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
rec_68c6310376022a27,session15/Camera-2024-07-09-142938-142853,1,True,1_sustained_voice_candidate,[]
rec_504141165fd8d3db,session15/Camera-2024-07-09-151245-151110,2,False,uncertain,"['neighbor_sensitivity', 'partition_sensitivity']"
rec_5599e6a82d88e3c1,session15/Camera-2024-07-10-134814-134720,1,True,1_sustained_voice_candidate,['brief_voice_not_resolved']
